depth_m,age_gasBP,CH4
122.81157,860.9191,670.20714
122.81223,860.9439,665.55332
122.81289,860.9687,668.23378
122.81355,860.9935,671.19977
122.8142,861.0182,669.87249
122.81486,861.043,668.16119
122.81552,861.0678,670.18531
122.81618,861.0926,669.72409
122.81684,861.1174,670.6935
122.81749,861.1422,672.25133
122.81815,861.167,671.41315
122.81881,861.1918,673.06684
122.81947,861.2166,674.76531
122.82012,861.2414,673.44544
122.82078,861.2661,675.89166
122.82144,861.2909,676.41527
122.8221,861.3157,672.91528
122.82275,861.3405,673.06473
122.82341,861.3653,673.32145
122.82407,861.3901,674.99459
122.82473,861.4149,670.39014
122.82539,861.4397,673.91907
122.82604,861.4645,670.53251
122.8267,861.4893,670.90237
122.82736,861.5141,671.323
122.82802,861.5388,671.52747
122.82867,861.5636,670.11193
122.82933,861.5884,672.59914
122.82999,861.6132,674.12021
122.83065,861.638,668.86641
122.8313,861.6628,671.56509
122.83196,861.6876,673.77893
122.83262,861.7124,669.95148
122.83328,861.7372,672.89039
122.83394,861.762,672.58764
122.83459,861.7868,672.16541
122.83525,861.8115,672.32178
122.83591,861.8363,668.9318
122.83657,861.8611,666.16211
122.83722,861.8859,669.88082
122.83788,861.9107,672.42693
122.83854,861.9355,674.86379
122.8392,861.9603,666.35583
122.83985,861.9851,673.73997
122.84051,862.0099,670.44059
122.84117,862.0347,668.47054
122.84183,862.0595,670.83987
122.84249,862.0842,668.11765
122.84314,862.109,669.15419
122.8438,862.1338,669.40249
122.84446,862.1586,669.97145
122.84512,862.1834,671.37304
122.84577,862.2082,673.00319
122.84643,862.233,674.06525
122.84709,862.2578,673.93573
122.84775,862.2826,678.22516
122.8484,862.3074,676.59459
122.84906,862.3322,673.77381
122.84972,862.3569,674.73738
122.85038,862.3817,676.59794
122.85104,862.4065,675.42244
122.85169,862.4313,679.17901
122.85235,862.4561,680.4581
122.85301,862.4809,681.00575
122.85367,862.5057,683.07152
122.85432,862.5305,678.48565
122.85498,862.5553,676.15888
122.85564,862.5801,680.0608
122.8563,862.6049,679.25286
122.85695,862.6296,679.94828
122.85761,862.6544,683.05978
122.85893,862.704,676.47349
122.85959,862.7288,680.81701
122.86024,862.7536,677.5037
122.8609,862.7784,680.26892
122.86156,862.8032,677.95178
122.86222,862.828,675.84231
122.86287,862.8528,678.99035
122.86353,862.8776,675.12686
122.86419,862.9023,674.98274
122.86485,862.9271,673.81974
122.8655,862.9519,671.5103
122.86616,862.9767,674.2498
122.86682,863.0015,670.59981
122.86748,863.0263,667.77515
122.86814,863.0511,668.84399
122.86879,863.0759,669.99142
122.86945,863.1007,671.68384
122.87011,863.1255,670.77121
122.87077,863.1502,670.4592
122.87142,863.175,673.93354
122.87208,863.1998,675.63146
122.87274,863.2246,675.48454
122.8734,863.2494,671.81089
122.87405,863.2742,674.85358
122.87471,863.299,668.57384
122.87537,863.3238,669.54403
122.87603,863.3486,669.77002
122.87669,863.3734,670.43601
122.87734,863.3982,670.88716
122.878,863.4229,672.75799
122.87866,863.4477,672.63714
122.87932,863.4725,671.33096
122.87997,863.4973,671.86817
122.88063,863.5221,670.15868
122.88129,863.5469,666.3159
122.88195,863.5717,670.54199
122.8826,863.5965,674.64386
122.88326,863.6213,669.5249
122.88392,863.6461,670.75752
122.88458,863.6709,670.64181
122.88524,863.6956,669.43707
122.88589,863.7204,670.80179
122.88655,863.7452,669.01905
122.88721,863.77,670.23174
122.88787,863.7948,671.59433
122.88852,863.8196,666.494
122.88918,863.8444,673.29122
122.88984,863.8692,668.75329
122.8905,863.894,668.21247
122.89115,863.9188,670.32584
122.89181,863.9436,670.51948
122.89247,863.9683,670.95526
122.89313,863.9931,671.2089
122.89379,864.0179,669.60421
122.89444,864.0427,670.36321
122.8951,864.0675,672.60803
122.89576,864.0923,677.15277
122.89642,864.1171,669.08264
122.89707,864.1419,675.1491
122.89773,864.1667,673.53179
122.89839,864.1915,672.56186
122.89905,864.2163,673.48186
122.8997,864.241,675.19689
122.90036,864.2658,671.1245
122.90102,864.2906,669.65302
122.90168,864.3154,670.26303
122.90234,864.3402,665.49778
122.90299,864.365,670.84448
122.90365,864.3898,672.16423
122.90431,864.4146,664.94588
122.90497,864.4394,671.08914
122.90562,864.4642,670.28746
122.90628,864.489,670.84059
122.90694,864.5137,670.17659
122.9076,864.5385,672.19712
122.90825,864.5633,672.65801
122.90891,864.5881,672.6411
122.90957,864.6129,669.83864
122.91023,864.6377,670.02724
122.91089,864.6625,669.09875
122.91154,864.6873,674.70386
122.9122,864.7121,668.98675
122.91286,864.7369,667.65299
122.91352,864.7617,670.7797
122.91417,864.7864,671.25893
122.91483,864.8112,669.59335
122.91549,864.836,669.0074
122.91615,864.8608,666.18292
122.9168,864.8856,669.70316
122.91746,864.9104,671.88876
122.91812,864.9352,671.85942
122.91878,864.96,669.08971
122.91944,864.9848,671.52545
122.92009,865.0096,671.08416
122.92075,865.0344,673.15907
122.92141,865.0591,672.44093
122.92207,865.0839,671.93026
122.92272,865.1087,671.57565
122.92338,865.1335,674.00743
122.92404,865.1583,672.41981
122.9247,865.1831,670.74887
122.92535,865.2079,677.34725
122.92601,865.2327,674.0332
122.92667,865.2575,673.82913
122.92733,865.2823,676.91331
122.92799,865.307,672.23336
122.92864,865.3318,672.29554
122.9293,865.3566,675.10548
122.92996,865.3814,676.44286
122.93062,865.4062,676.3288
122.93127,865.431,677.64771
122.93193,865.4558,680.33732
122.93259,865.4806,672.31798
122.93325,865.5054,675.86663
122.9339,865.5302,675.67019
122.93456,865.555,673.62452
122.93522,865.5797,677.41805
122.93588,865.6045,676.66765
122.93654,865.6293,674.37861
122.93719,865.6541,675.57149
122.93785,865.6789,676.63242
122.93851,865.7037,671.83423
122.93917,865.7285,671.26738
122.93982,865.7533,675.84642
122.94048,865.7781,675.53156
122.94114,865.8029,674.71909
122.9418,865.8277,669.55722
122.94245,865.8524,675.05284
122.94311,865.8772,675.09933
122.94377,865.902,674.11497
122.94443,865.9268,673.98323
122.94509,865.9516,674.38154
122.94574,865.9764,674.05612
122.9464,866.0012,669.33195
122.94706,866.026,674.93245
122.94772,866.0508,672.09929
122.94837,866.0756,671.06936
122.94903,866.1004,670.87609
122.94969,866.1251,671.00298
122.95035,866.1499,667.54157
122.951,866.1747,667.44535
122.95166,866.1995,666.49561
122.95232,866.2243,664.53636
123.00033,868.034,677.64378
123.00099,868.0588,677.38881
123.00165,868.0836,679.91469
123.0023,868.1084,678.204
123.00296,868.1332,675.53692
123.00362,868.158,678.72928
123.00428,868.1828,677.2757
123.00493,868.2076,674.71187
123.00559,868.2324,677.11585
123.00625,868.2572,676.00839
123.00691,868.2819,676.30749
123.00757,868.3067,676.82942
123.00822,868.3315,675.24785
123.00888,868.3563,673.53572
123.00954,868.3811,679.44073
123.0102,868.4059,676.79604
123.01085,868.4307,675.56103
123.01151,868.4555,674.26509
123.01217,868.4803,675.88328
123.01283,868.5051,678.67279
123.01348,868.5299,677.95757
123.01414,868.5546,680.88094
123.0148,868.5794,676.08458
123.01546,868.6042,680.15032
123.01612,868.629,676.8967
123.01677,868.6538,677.00823
123.01743,868.6786,678.75096
123.01809,868.7034,680.63844
123.01875,868.7282,676.90538
123.0194,868.753,678.26775
123.02006,868.7778,681.74045
123.02072,868.8026,676.45351
123.02138,868.8273,679.5577
123.02203,868.8521,680.8816
123.02269,868.8769,676.1091
123.02335,868.9017,676.05457
123.02401,868.9265,680.3531
123.02467,868.9513,678.55059
123.02532,868.9761,677.39246
123.02598,869.0009,679.52278
123.02664,869.0257,677.01029
123.0273,869.0505,678.11614
123.02795,869.0753,678.23911
123.02861,869.1,671.87955
123.02927,869.1248,672.60159
123.02993,869.1496,681.25156
123.03058,869.1744,673.98392
123.03124,869.1992,672.86508
123.0319,869.224,676.87935
123.03256,869.2488,675.93796
123.03322,869.2736,673.52981
123.03387,869.2984,675.13787
123.03453,869.3232,674.61297
123.03519,869.3479,674.87401
123.03585,869.3727,675.29201
123.0365,869.3975,675.72835
123.03716,869.4223,673.76755
123.03782,869.4471,677.51041
123.03848,869.4719,676.22248
123.03913,869.4967,674.23938
123.03979,869.5215,675.3978
123.04045,869.5463,674.96164
123.04111,869.5711,674.16654
123.04177,869.5959,677.346
123.04242,869.6206,678.77583
123.04308,869.6454,674.91131
123.04374,869.6702,678.68103
123.0444,869.695,680.5958
123.04505,869.7198,676.86656
123.04571,869.7446,679.10544
123.04637,869.7694,679.10956
123.04703,869.7942,679.01832
123.04768,869.819,681.21863
123.04834,869.8438,680.99533
123.049,869.8686,677.0599
123.04966,869.8933,683.29885
123.05032,869.9181,677.84501
123.05097,869.9429,678.49146
123.05163,869.9677,675.46973
123.05229,869.9925,680.28864
123.05295,870.0173,674.73176
123.0536,870.0421,675.92755
123.05426,870.0669,678.25792
123.05492,870.0917,675.01808
123.05558,870.1165,680.39299
123.05689,870.166,679.43456
123.05755,870.1908,680.07515
123.05952,870.2652,682.62301
123.06281,870.3892,683.22439
123.06347,870.414,678.76022
123.06413,870.4387,682.92607
123.06478,870.4635,680.77302
123.06544,870.4883,673.54554
123.0661,870.5131,681.05927
123.06676,870.5379,680.56494
123.06742,870.5627,675.59538
123.06807,870.5875,676.16489
123.06873,870.6123,675.40095
123.06939,870.6371,673.08257
123.07005,870.6619,670.48272
123.0707,870.6867,670.97142
123.07136,870.7114,671.79982
123.07202,870.7362,673.13264
123.07268,870.761,669.39396
123.07333,870.7858,668.65825
123.07399,870.8106,669.22057
123.07465,870.8354,666.92396
123.07531,870.8602,671.89944
123.07597,870.885,671.97076
123.07662,870.9098,667.01874
123.07728,870.9346,670.57007
123.07794,870.9594,672.17977
123.0786,870.9841,669.8875
123.07925,871.0089,675.09841
123.07991,871.0337,673.37807
123.08057,871.0585,671.43121
123.08123,871.0833,671.23913
123.08188,871.1081,674.8961
123.08254,871.1329,675.57551
123.0832,871.1577,666.3195
123.08386,871.1825,673.53551
123.08452,871.2073,672.30096
123.08517,871.2321,674.40673
123.08583,871.2568,672.84166
123.08649,871.2816,673.48481
123.08715,871.3064,674.14188
123.0878,871.3312,672.13466
123.08846,871.356,674.54125
123.08912,871.3808,674.38738
123.08978,871.4056,673.73308
123.09043,871.4304,671.72642
123.09109,871.4552,674.05463
123.09175,871.48,676.1226
123.09241,871.5047,670.81641
123.09307,871.5295,671.40788
123.09372,871.5543,673.01289
123.09438,871.5791,674.1154
123.09504,871.6039,669.12393
123.0957,871.6287,671.33882
123.09635,871.6535,669.5194
123.09701,871.6783,669.47534
123.09767,871.7031,669.70473
123.09833,871.7279,670.53699
123.09898,871.7527,667.79014
123.09964,871.7774,668.58347
123.1003,871.8022,670.51345
123.10096,871.827,667.51588
123.10162,871.8518,664.61635
123.10227,871.8766,669.5095
123.10293,871.9014,670.04819
123.10359,871.9262,664.25563
123.10425,871.951,670.04688
123.1049,871.9758,666.31662
123.10556,872.0006,669.14455
123.10622,872.0254,670.99636
123.10688,872.0501,668.17933
123.10753,872.0749,669.95136
123.10819,872.0997,671.60529
123.10885,872.1245,670.27072
123.10951,872.1493,670.33329
123.11017,872.1741,673.26693
123.11082,872.1989,672.78025
123.11148,872.2237,670.14132
123.11214,872.2485,676.55283
123.1128,872.2733,675.27261
123.11345,872.2981,674.40982
123.11411,872.3228,675.54732
123.11477,872.3476,674.68812
123.11543,872.3724,675.09291
123.11608,872.3972,680.92877
123.11674,872.422,677.51793
123.1174,872.4468,674.65923
123.11806,872.4716,676.89039
123.11872,872.4964,677.1281
123.11937,872.5212,675.55439
123.12003,872.546,677.7621
123.12069,872.5708,676.30196
123.12135,872.5955,674.56053
123.122,872.6203,677.08674
123.12266,872.6451,675.48167
123.12332,872.6699,670.52562
123.12398,872.6947,674.69871
123.12463,872.7195,671.90395
123.12529,872.7443,671.19539
123.12595,872.7691,670.09188
123.12661,872.7939,672.32806
123.12727,872.8187,671.436
123.12792,872.8435,674.36961
123.12858,872.8682,673.92414
123.12924,872.893,671.57045
123.1299,872.9178,676.88663
123.13055,872.9426,674.89955
123.13121,872.9674,672.38595
123.13187,872.9922,673.86724
123.13253,873.017,676.96599
123.13318,873.0418,673.95149
123.13384,873.0666,674.51844
123.1345,873.0914,677.08259
123.13516,873.1162,676.79837
123.13582,873.1409,676.12325
123.13647,873.1657,675.8133
123.13713,873.1905,676.68155
123.13779,873.2153,676.7184
123.13845,873.2401,677.51072
123.1391,873.2649,679.2354
123.13976,873.2897,673.2242
123.14042,873.3145,678.43949
123.14108,873.3393,678.56217
123.14173,873.3641,676.869
123.14239,873.3889,678.48549
123.14305,873.4136,679.44119
123.14371,873.4384,677.63299
123.14437,873.4632,680.34441
123.14502,873.488,680.11042
123.14568,873.5128,677.81473
123.14634,873.5376,677.22826
123.147,873.5624,679.62925
123.14765,873.5872,676.97134
123.14831,873.612,680.28828
123.14897,873.6368,680.63323
123.14963,873.6615,677.52003
123.15028,873.6863,677.35621
123.15094,873.7111,679.0575
123.1516,873.7359,674.69789
123.15226,873.7607,679.76707
123.15292,873.7855,677.14954
123.15357,873.8103,676.91866
123.15423,873.8351,675.64074
123.15489,873.8599,675.64411
123.15555,873.8847,674.0854
123.1562,873.9095,675.38702
123.15686,873.9342,675.07229
123.15752,873.959,671.11548
123.15818,873.9838,674.75254
123.15883,874.0086,672.27728
123.15949,874.0334,668.20854
123.16015,874.0582,670.07646
123.16081,874.083,673.54234
123.16146,874.1078,670.13105
123.16212,874.1326,669.0332
123.16278,874.1574,671.28586
123.16344,874.1822,670.65129
123.1641,874.2069,671.11248
123.16475,874.2317,673.20335
123.16541,874.2565,669.40947
123.16607,874.2813,670.49311
123.16673,874.3061,673.13289
123.16738,874.3309,671.56586
123.16804,874.3557,667.69246
123.1687,874.3805,673.03078
123.16936,874.4053,669.42986
123.17001,874.4301,669.4864
123.17067,874.4549,670.37839
123.17133,874.4796,670.1318
123.17199,874.5044,668.06405
123.17265,874.5292,669.8048
123.1733,874.554,668.45864
123.17396,874.5788,667.33645
123.17462,874.6036,672.76269
123.17528,874.6284,669.4464
123.17593,874.6532,665.87931
123.17659,874.678,670.23623
123.17725,874.7028,667.44684
123.17791,874.7276,664.88642
123.17856,874.7523,666.2147
123.17922,874.7771,666.26645
123.18054,874.8267,667.34997
123.1812,874.8515,665.0218
123.18185,874.8763,669.14463
123.18251,874.9011,664.4164
123.18317,874.9259,668.35939
123.18383,874.9507,667.52337
123.18448,874.9755,668.50634
123.18514,875.0003,669.40982
123.1858,875.025,669.26903
123.18646,875.0498,673.0806
123.18711,875.0746,673.91137
123.18777,875.0994,672.18823
123.18843,875.1242,674.2594
123.18909,875.149,676.77358
123.18975,875.1738,675.40678
123.1904,875.1986,670.41692
123.19106,875.2234,676.99263
123.19172,875.2482,674.34902
123.19238,875.273,674.0407
123.19303,875.2977,675.07771
123.19369,875.3225,673.61685
123.19435,875.3473,674.53612
123.19501,875.3721,676.80958
123.19566,875.3969,675.72778
123.19632,875.4217,674.37061
123.19698,875.4465,678.11897
123.19764,875.4713,677.01964
123.1983,875.4961,672.11283
123.19895,875.5209,676.9266
123.19961,875.5456,675.9408
123.20027,875.5704,673.35766
123.20093,875.5952,675.97264
123.20158,875.62,671.06222
123.20224,875.6448,670.06795
123.2029,875.6696,674.03023
123.20356,875.6944,672.86228
123.20421,875.7192,669.23525
123.20487,875.744,668.41287
123.20553,875.7688,671.60216
123.20619,875.7936,671.41833
123.20685,875.8183,672.01648
123.2075,875.8431,671.80334
123.20816,875.8679,671.30219
123.20882,875.8927,671.54007
123.20948,875.9175,669.92536
123.21013,875.9423,670.75656
123.21079,875.9671,672.15237
123.21145,875.9919,669.90728
123.21211,876.0167,671.30287
123.21276,876.0415,674.81919
123.21342,876.0663,671.25911
123.21408,876.091,673.41736
123.21474,876.1158,676.14714
123.2154,876.1406,675.52972
123.21605,876.1654,674.89653
123.21671,876.1902,674.6951
123.21737,876.215,676.06804
123.21803,876.2398,676.82908
123.21868,876.2646,675.13364
123.21934,876.2894,677.62765
123.22,876.3142,678.18417
123.22066,876.339,678.90097
123.22131,876.3637,677.6568
123.22197,876.3885,675.41562
123.22263,876.4133,676.10786
123.22329,876.4381,677.66014
123.22395,876.4629,673.75374
123.2246,876.4877,676.3501
123.22526,876.5125,677.80464
123.22592,876.5373,672.37367
123.22658,876.5621,677.55005
123.22723,876.5869,675.49497
123.22789,876.6117,674.10343
123.22855,876.6364,675.15828
123.22921,876.6612,675.66396
123.22986,876.686,675.64556
123.23052,876.7108,675.44526
123.23118,876.7356,678.22134
123.23184,876.7604,672.67251
123.2325,876.7852,678.1218
123.23315,876.81,678.23665
123.23381,876.8348,676.9817
123.23447,876.8596,675.18008
123.23513,876.8844,675.15037
123.23578,876.9091,671.85002
123.23644,876.9339,673.18916
123.2371,876.9587,672.10829
123.23776,876.9835,669.76924
123.23841,877.0083,671.42507
123.23907,877.0331,670.13829
123.23973,877.0579,669.64415
123.24039,877.0827,670.42786
123.24105,877.1075,674.08349
123.2417,877.1323,672.79056
123.24236,877.1571,673.55299
123.24302,877.1818,676.01772
123.24368,877.2066,673.66296
123.24433,877.2314,675.38351
123.24499,877.2562,676.85188
123.24565,877.281,672.23095
123.24631,877.3058,673.58801
123.24696,877.3306,678.18004
123.24762,877.3554,674.7374
123.24828,877.3802,674.62402
123.24894,877.405,678.67825
123.2496,877.4298,675.08853
123.25025,877.4545,675.96041
123.25091,877.4793,677.50222
123.25157,877.5041,669.70026
123.25223,877.5289,675.8987
123.25288,877.5537,676.58277
123.25354,877.5785,672.76794
123.2542,877.6033,673.50782
123.25486,877.6281,672.16809
123.25551,877.6529,672.24303
123.25617,877.6777,673.02173
123.25683,877.7024,672.04683
123.25749,877.7272,668.56427
123.25815,877.752,671.90409
123.2588,877.7768,671.48917
123.25946,877.8016,671.99278
123.26012,877.8264,668.52238
123.26078,877.8512,672.42293
123.26143,877.876,670.67314
123.26209,877.9008,670.79359
123.26275,877.9256,671.13947
123.26341,877.9504,670.57026
123.26406,877.9751,669.32877
123.26472,877.9999,667.99143
123.26538,878.0247,670.13127
123.26604,878.0495,669.99607
123.2667,878.0743,669.71839
123.26735,878.0991,669.65516
123.26801,878.1239,668.23062
123.26867,878.1487,672.25216
123.26933,878.1735,669.91376
123.26998,878.1983,669.91232
123.27064,878.2231,672.26893
123.2713,878.2478,671.76051
123.27196,878.2726,671.75724
123.27261,878.2974,672.73732
123.27327,878.3222,672.2173
123.27393,878.347,671.08651
123.27459,878.3718,671.12027
123.27525,878.3966,670.56704
123.2759,878.4214,669.82553
123.27656,878.4462,670.78174
123.27722,878.471,672.49129
123.27788,878.4958,672.4315
123.27853,878.5205,670.97888
123.27919,878.5453,671.77172
123.27985,878.5701,669.20328
123.28051,878.5949,669.81461
123.28116,878.6197,669.84124
123.28182,878.6445,666.1383
123.28248,878.6693,670.35617
123.28314,878.6941,671.17458
123.2838,878.7189,671.55771
123.28445,878.7437,671.60492
123.28511,878.7685,672.15031
123.28577,878.7932,670.57099
123.28643,878.818,670.50123
123.28708,878.8428,670.32817
123.28774,878.8676,671.12305
123.2884,878.8924,669.19967
123.28906,878.9172,672.60983
123.28971,878.942,670.57859
123.29037,878.9668,669.14013
123.29103,878.9916,671.33803
123.29169,879.0164,668.59088
123.29235,879.0412,672.77948
123.293,879.0659,672.13233
123.29366,879.0907,671.25405
123.29432,879.1155,671.09678
123.29498,879.1403,672.94959
123.29563,879.1651,672.97892
123.29629,879.1899,671.53445
123.29695,879.2147,673.22949
123.29761,879.2395,675.24534
123.29826,879.2643,673.9471
123.29892,879.2891,677.37267
123.29958,879.3139,674.62996
123.30024,879.3386,672.18213
123.3009,879.3634,675.08929
123.30155,879.3882,676.94251
123.30221,879.413,669.77833
123.30287,879.4378,677.72042
123.30353,879.4626,672.65134
123.30418,879.4874,670.01644
123.30484,879.5122,672.55586
123.3055,879.537,672.00409
123.30616,879.5618,672.37255
123.30681,879.5866,671.53151
123.30747,879.6113,672.24555
123.30813,879.6361,670.22069
123.30879,879.6609,671.09806
123.30945,879.6857,676.28538
123.3101,879.7105,670.02925
123.31076,879.7353,674.43663
123.31142,879.7601,676.46682
123.31208,879.7849,674.02054
123.31273,879.8097,673.76863
123.31339,879.8345,675.71081
123.31405,879.8592,673.63044
123.31471,879.884,672.15126
123.31536,879.9088,676.9205
123.31602,879.9336,675.19167
123.31668,879.9584,672.22733
123.31734,879.9832,672.45346
123.318,880.008,672.1634
123.31865,880.0328,671.49765
123.31931,880.0576,673.92902
123.31997,880.0824,673.11188
123.32063,880.1072,670.81215
123.32128,880.1319,672.55606
123.32194,880.1567,668.15135
123.41139,883.5283,670.92375
123.41204,883.5531,672.27803
123.4127,883.5779,673.30811
123.41336,883.6027,671.5813
123.41402,883.6275,670.8317
123.41468,883.6522,675.15647
123.41533,883.677,671.08167
123.41599,883.7018,675.39963
123.41665,883.7266,672.71785
123.41731,883.7514,672.13706
123.41796,883.7762,672.08345
123.41862,883.801,672.53111
123.41928,883.8258,670.42231
123.41994,883.8506,672.15331
123.42059,883.8754,668.58843
123.42125,883.9001,668.22141
123.42191,883.9249,668.26477
123.42257,883.9497,667.14086
123.42323,883.9745,668.43551
123.42388,883.9993,668.23714
123.42454,884.0241,668.01379
123.4252,884.0489,666.45239
123.42586,884.0737,670.34917
123.42651,884.0985,668.1986
123.42717,884.1233,665.2028
123.42783,884.1481,669.26461
123.42849,884.1728,670.07215
123.42914,884.1976,667.83417
123.4298,884.2224,668.57593
123.43046,884.2472,667.86946
123.43112,884.272,668.73608
123.43178,884.2968,667.96268
123.43243,884.3216,668.31349
123.43309,884.3464,671.13253
123.43375,884.3712,669.13701
123.43441,884.396,667.22209
123.43506,884.4208,668.25926
123.43572,884.4455,670.42632
123.43638,884.4703,662.47411
123.43704,884.4951,669.88257
123.43769,884.5199,667.12368
123.43835,884.5447,666.01984
123.43901,884.5695,668.22581
123.43967,884.5943,666.13152
123.44033,884.6191,669.14738
123.44098,884.6439,669.51856
123.44164,884.6687,665.95836
123.4423,884.6935,667.09091
123.44296,884.7182,668.91216
123.44361,884.743,664.26735
123.44427,884.7678,667.85193
123.44493,884.7926,668.09932
123.44559,884.8174,665.9448
123.44624,884.8422,665.84016
123.4469,884.867,668.22734
123.44756,884.8918,667.82417
123.44822,884.9166,668.18723
123.44888,884.9414,667.4445
123.44953,884.9662,667.85792
123.45019,884.9909,671.09316
123.45085,885.0157,670.65749
123.45151,885.0405,668.70425
123.45216,885.0653,671.97145
123.45282,885.0901,674.1386
123.45348,885.1149,675.26758
123.45414,885.1397,675.73718
123.45479,885.1645,674.40005
123.45545,885.1893,671.66448
123.45611,885.2141,676.24353
123.45677,885.2389,671.30726
123.45743,885.2636,672.0194
123.45808,885.2884,672.88181
123.45874,885.3132,670.13577
123.4594,885.338,670.71384
123.46006,885.3628,675.57167
123.46071,885.3876,668.69257
123.46137,885.4124,669.9276
123.46203,885.4372,670.21064
123.46269,885.462,666.48367
123.46334,885.4868,667.93191
123.464,885.5116,668.56423
123.46466,885.5363,668.94641
123.46532,885.5611,671.31787
123.46598,885.5859,670.20121
123.46663,885.6107,668.96199
123.46729,885.6355,672.05984
123.46795,885.6603,669.53853
123.46861,885.6851,666.59426
123.46926,885.7099,671.93504
123.46992,885.7347,670.94342
123.47058,885.7595,667.95926
123.47124,885.7843,669.47727
123.47189,885.809,671.16285
123.47255,885.8338,666.57332
123.47321,885.8586,670.08654
123.47387,885.8834,667.25838
123.47453,885.9082,665.98252
123.47518,885.933,667.12969
123.47584,885.9578,667.50159
123.4765,885.9826,665.14277
123.47716,886.0074,671.09255
123.47781,886.0322,666.10513
123.47847,886.0569,667.63051
123.47913,886.0817,669.3434
123.47979,886.1065,667.34379
123.48044,886.1313,669.0085
123.4811,886.1561,669.50888
123.48176,886.1809,667.59315
123.48242,886.2057,670.69187
123.48308,886.2305,672.11675
123.48373,886.2553,667.60154
123.48439,886.2801,673.0658
123.48505,886.3049,674.35859
123.48571,886.3296,670.28513
123.48636,886.3544,673.31529
123.48702,886.3792,675.45794
123.48768,886.404,667.83593
123.48834,886.4288,673.24353
123.48899,886.4536,672.48004
123.48965,886.4784,670.38801
123.49031,886.5032,668.35019
123.49097,886.528,668.84439
123.49163,886.5528,668.50014
123.49228,886.5776,670.05873
123.49294,886.6023,669.6498
123.4936,886.6271,667.40648
123.49426,886.6519,670.5357
123.49491,886.6767,668.8851
123.49557,886.7015,667.95496
123.49623,886.7263,663.77279
123.49689,886.7511,667.92894
123.49754,886.7759,662.72098
123.4982,886.8007,665.86946
123.49886,886.8255,665.34065
123.49952,886.8503,666.86317
123.50018,886.875,668.18976
123.50083,886.8998,664.80154
123.50149,886.9246,667.11147
123.50215,886.9494,669.45081
123.50281,886.9742,670.58804
123.50346,886.999,671.33639
123.50412,887.0238,675.03164
123.50478,887.0486,672.24747
123.50544,887.0734,674.25467
123.50609,887.0982,670.8831
123.50675,887.123,670.7765
123.50741,887.1477,672.95129
123.50807,887.1725,673.20669
123.50873,887.1973,672.0341
123.50938,887.2221,676.61905
123.51004,887.2469,676.24396
123.5107,887.2717,672.13435
123.51136,887.2965,672.62665
123.51201,887.3213,674.63284
123.51267,887.3461,672.4698
123.51333,887.3709,673.20009
123.51399,887.3957,673.32307
123.51464,887.4204,670.76165
123.5153,887.4452,673.25562
123.51596,887.47,672.46492
123.51662,887.4948,676.9799
123.51728,887.5196,677.83647
123.51793,887.5444,673.74072
123.51859,887.5692,674.12292
123.51925,887.594,675.23491
123.51991,887.6188,676.60084
123.52056,887.6436,673.16347
123.52122,887.6684,676.60753
123.52188,887.6931,676.46545
123.52254,887.7179,675.3976
123.52319,887.7427,674.80097
123.52385,887.7675,672.20884
123.52451,887.7923,672.36503
123.52517,887.8171,674.9695
123.52583,887.8419,674.29784
123.52648,887.8667,676.11008
123.52714,887.8915,674.91605
123.5278,887.9163,672.01421
123.52846,887.941,673.76994
123.52911,887.9658,672.62143
123.52977,887.9906,674.13673
123.53043,888.0154,671.4099
123.53109,888.0402,672.28023
123.53174,888.065,672.66142
123.5324,888.0898,671.80368
123.53306,888.1146,671.93662
123.53372,888.1394,669.28985
123.53438,888.1642,671.06516
123.53503,888.189,671.5116
123.53569,888.2137,665.96777
123.53635,888.2385,669.26823
123.53701,888.2633,673.65225
123.53766,888.2881,677.10825
123.53832,888.3129,669.94253
123.53898,888.3377,670.86192
123.53964,888.3625,672.41265
123.54029,888.3873,670.55028
123.54095,888.4121,668.00301
123.54161,888.4369,671.59606
123.54227,888.4617,668.12133
123.54293,888.4864,670.67411
123.54358,888.5112,669.88589
123.54424,888.536,668.61039
123.5449,888.5608,666.11478
123.54556,888.5856,669.60503
123.54621,888.6104,670.45966
123.54687,888.6352,671.07666
123.54753,888.66,673.80476
123.54819,888.6848,673.26813
123.54884,888.7096,671.63332
123.5495,888.7344,676.01783
123.55016,888.7591,677.17892
123.55148,888.8087,676.64392
123.55213,888.8335,672.90406
123.55279,888.8583,675.70451
123.55345,888.8831,673.8945
123.55411,888.9079,672.70839
123.55476,888.9327,674.88264
123.55542,888.9575,673.5644
123.55608,888.9823,675.93398
123.55674,889.0071,674.73909
123.55739,889.0318,678.39319
123.55805,889.0566,672.70366
123.55871,889.0814,675.13301
123.55937,889.1062,675.86295
123.56002,889.131,673.38374
123.56068,889.1558,672.41241
123.56134,889.1806,677.23049
123.562,889.2054,673.6579
123.56266,889.2302,674.78581
123.56331,889.255,674.9879
123.56397,889.2798,671.99434
123.56463,889.3045,669.84738
123.56529,889.3293,670.73503
123.56594,889.3541,671.05999
123.5666,889.3789,669.13595
123.56726,889.4037,671.24408
123.56792,889.4285,669.06639
123.56857,889.4533,668.47257
123.56923,889.4781,668.80221
123.56989,889.5029,670.88281
123.57055,889.5277,670.0659
123.57121,889.5525,667.28316
