depth_m,age_gasBP,CH4
136.82497,1359.5943,645.18996
136.82563,1359.6191,646.5949
136.82629,1359.6439,645.14069
136.82694,1359.6687,645.93344
136.8276,1359.6935,644.7584
136.82826,1359.7183,646.6889
136.82892,1359.7431,646.30667
136.82957,1359.7679,647.1743
136.83023,1359.7927,645.4171
136.83089,1359.8175,646.56126
136.83155,1359.8423,646.50686
136.8322,1359.8671,645.54746
136.83286,1359.8919,646.14547
136.83352,1359.9167,646.28739
136.83418,1359.9415,646.16574
136.83484,1359.9663,645.33052
136.83549,1359.9911,647.02189
136.83615,1360.0159,646.166
136.83681,1360.0407,645.41364
136.83747,1360.0655,646.89424
136.83812,1360.0903,645.00602
136.83878,1360.1151,644.72575
136.83944,1360.1399,644.5939
136.8401,1360.1647,643.74423
136.84075,1360.1895,642.98531
136.84141,1360.2143,643.42514
136.84207,1360.2391,643.70713
136.84273,1360.2639,643.2533
136.84339,1360.2887,645.68438
136.84404,1360.3134,642.66572
136.8447,1360.3382,644.36294
136.84536,1360.363,641.41017
136.84602,1360.3878,638.97426
136.84667,1360.4126,641.98777
136.84733,1360.4374,641.58002
136.84799,1360.4622,642.58213
136.84865,1360.487,640.88213
136.8493,1360.5118,638.99485
136.84996,1360.5366,640.16119
136.85062,1360.5614,637.09801
136.85128,1360.5862,637.4981
136.85194,1360.611,639.19282
136.85259,1360.6358,640.08287
136.85325,1360.6606,636.89554
136.85391,1360.6854,638.82999
136.85522,1360.735,638.0644
136.85785,1360.8342,638.74976
136.85851,1360.859,639.94674
136.85917,1360.8838,639.43172
136.85983,1360.9086,640.70757
136.86049,1360.9334,641.08226
136.86114,1360.9582,643.02416
136.8618,1360.983,641.859
136.86246,1361.0078,641.35918
136.86312,1361.0326,641.09903
136.86377,1361.0574,642.58663
136.86443,1361.0822,645.10385
136.86509,1361.107,646.06982
136.86575,1361.1318,645.69414
136.8664,1361.1566,647.29305
136.86706,1361.1814,645.99492
136.86772,1361.2062,646.58442
136.86838,1361.231,646.88778
136.86904,1361.2558,644.95611
136.86969,1361.2806,644.96698
136.87035,1361.3054,646.09403
136.87101,1361.3302,647.69481
136.87167,1361.355,648.18536
136.87232,1361.3798,647.58109
136.87298,1361.4046,646.65564
136.87364,1361.4294,647.27456
136.8743,1361.4542,647.59322
136.87495,1361.479,648.77012
136.87561,1361.5038,651.6982
136.87627,1361.5286,648.52876
136.87693,1361.5534,649.2496
136.87759,1361.5782,649.0139
136.87824,1361.603,649.05097
136.8789,1361.6278,651.57805
136.87956,1361.6526,652.56045
136.88022,1361.6774,652.60917
136.88087,1361.7022,652.63766
136.88153,1361.727,652.91102
136.88219,1361.7518,653.68906
136.88285,1361.7766,655.88434
136.8835,1361.8014,652.70641
136.88416,1361.8262,654.02512
136.88482,1361.851,653.64555
136.88548,1361.8758,654.475
136.88614,1361.9006,655.00124
136.88679,1361.9254,651.53768
136.88745,1361.9502,650.40469
136.88811,1361.975,652.73834
136.88877,1361.9998,649.00416
136.88942,1362.0246,651.92963
136.89008,1362.0494,646.61429
136.89074,1362.0742,653.5779
136.8914,1362.099,646.57656
136.89205,1362.1238,650.66511
136.89271,1362.1486,647.39365
136.89337,1362.1734,649.34106
136.89403,1362.1982,646.89382
136.89469,1362.223,647.81816
136.89534,1362.2478,648.50889
136.896,1362.2726,649.42979
136.89666,1362.2974,652.01083
136.89732,1362.3222,648.38672
136.89797,1362.347,649.89766
136.89863,1362.3718,649.45835
136.89929,1362.3966,653.32185
136.89995,1362.4214,648.95809
136.9006,1362.4462,648.49
136.90126,1362.471,649.48067
136.90192,1362.4958,651.65574
136.90258,1362.5206,651.51735
136.90324,1362.5454,651.85672
136.90389,1362.5702,651.57354
136.90455,1362.595,650.02353
136.90521,1362.6198,651.00542
136.90587,1362.6446,651.73688
136.90652,1362.6694,650.61362
136.90718,1362.6942,650.45671
136.90784,1362.719,652.34675
136.9085,1362.7438,653.15515
136.90915,1362.7686,651.78262
136.90981,1362.7934,649.77774
136.91047,1362.8182,649.51284
136.91113,1362.843,651.38893
136.91179,1362.8678,650.08449
136.91244,1362.8926,649.71823
136.9131,1362.9174,650.77835
136.91376,1362.9422,651.4383
136.91442,1362.967,650.35111
136.91507,1362.9918,651.91354
136.91573,1363.0166,651.96375
136.91639,1363.0414,651.89461
136.91705,1363.0662,652.01441
136.9177,1363.091,652.52624
136.91836,1363.1158,648.96373
136.91902,1363.1406,651.93651
136.91968,1363.1654,651.25674
136.92034,1363.1902,650.1264
136.92099,1363.215,650.39248
136.92165,1363.2398,650.43525
136.92231,1363.2646,650.19304
136.92297,1363.2894,648.41995
136.92362,1363.3142,646.56154
136.92428,1363.339,648.41996
136.92494,1363.3638,650.40952
136.9256,1363.3886,648.92115
136.92625,1363.4134,652.22628
136.92691,1363.4382,652.34793
136.92757,1363.463,650.66359
136.92823,1363.4878,649.34592
136.92889,1363.5125,652.85632
136.92954,1363.5373,649.69286
136.9302,1363.5621,650.12713
136.93086,1363.5869,650.12763
136.93152,1363.6117,651.81182
136.93217,1363.6365,653.10126
136.93283,1363.6613,649.25636
136.93349,1363.6861,651.07789
136.93415,1363.7109,651.05149
136.9348,1363.7357,650.80329
136.93546,1363.7605,652.07548
136.93612,1363.7853,649.17748
136.93678,1363.8101,651.27569
136.93744,1363.8349,652.98965
136.93809,1363.8597,653.303
136.93875,1363.8845,653.48388
136.93941,1363.9093,653.219
136.94007,1363.9341,652.95411
136.94072,1363.9589,652.68923
137.0032,1366.3149,647.1763
137.00386,1366.3397,647.17892
137.00452,1366.3645,647.20632
137.00518,1366.3893,644.81089
137.00584,1366.4141,644.20233
137.00649,1366.4389,643.27573
137.00715,1366.4637,644.62133
137.00781,1366.4885,643.56254
137.00847,1366.5133,646.30648
137.00912,1366.5381,643.21844
137.00978,1366.5629,646.2524
137.01044,1366.5877,644.93945
137.0111,1366.6125,645.69014
137.01175,1366.6373,644.52373
137.01241,1366.6621,645.00871
137.01307,1366.6869,648.12047
137.01373,1366.7116,648.75367
137.01438,1366.7364,645.41575
137.01504,1366.7612,643.81571
137.0157,1366.786,647.76635
137.01636,1366.8108,645.11263
137.01702,1366.8356,645.84328
137.01767,1366.8604,644.24078
137.01833,1366.8852,646.42375
137.01899,1366.91,646.91332
137.01965,1366.9348,645.99888
137.0203,1366.9596,645.33267
137.02096,1366.9844,646.79227
137.02162,1367.0092,647.9344
137.02228,1367.034,647.51544
137.02293,1367.0588,648.60241
137.02359,1367.0836,648.45366
137.02425,1367.1084,649.86398
137.02491,1367.1332,649.59533
137.02557,1367.158,649.06392
137.02622,1367.1828,651.39377
137.02688,1367.2076,648.51609
137.02754,1367.2324,650.9259
137.0282,1367.2572,650.594
137.02885,1367.282,651.64713
137.02951,1367.3068,646.03137
137.03017,1367.3316,649.34992
137.03083,1367.3564,647.20986
137.03148,1367.3812,647.05104
137.03214,1367.406,646.18057
137.0328,1367.4308,646.45944
137.03346,1367.4556,647.62774
137.03412,1367.4804,646.66047
137.03477,1367.5052,645.56754
137.03543,1367.53,645.40568
137.03609,1367.5548,644.29701
137.03675,1367.5796,646.37176
137.0374,1367.6044,644.47562
137.03806,1367.6292,648.52942
137.03872,1367.654,648.85168
137.03938,1367.6788,644.95874
137.04003,1367.7036,644.45034
137.04069,1367.7284,646.76475
137.04135,1367.7532,647.11775
137.04201,1367.778,646.2649
137.04267,1367.8028,645.20181
137.04332,1367.8276,643.73544
137.04398,1367.8524,644.39762
137.04464,1367.8772,645.96772
137.0453,1367.902,646.85147
137.04595,1367.9268,645.6342
137.04661,1367.9516,643.64247
137.04727,1367.9764,645.4566
137.04793,1368.0012,643.1535
137.04858,1368.026,645.46704
137.04924,1368.0508,643.29838
137.0499,1368.0756,644.39504
137.05056,1368.1004,644.38078
137.05122,1368.1252,641.23125
137.05187,1368.15,643.24769
137.05253,1368.1748,642.51892
137.05319,1368.1996,643.5255
137.05385,1368.2244,644.32856
137.0545,1368.2492,643.45572
137.05516,1368.274,642.17491
137.05582,1368.2988,644.13991
137.05648,1368.3236,644.03078
137.05713,1368.3484,640.92625
137.05779,1368.3732,642.94483
137.05845,1368.398,640.51197
137.05911,1368.4228,641.57181
137.05977,1368.4476,640.29761
137.06042,1368.4724,639.96457
137.06174,1368.522,639.12679
137.0624,1368.5468,640.6066
137.06371,1368.5964,640.4189
137.06437,1368.6212,639.40971
137.06503,1368.646,643.10127
137.06568,1368.6708,638.65545
137.06634,1368.6956,640.01072
137.067,1368.7204,641.48917
137.06766,1368.7452,641.57788
137.06832,1368.77,642.5628
137.06897,1368.7948,645.08542
137.06963,1368.8196,644.49971
137.07029,1368.8444,642.19252
137.07095,1368.8692,643.41357
137.0716,1368.894,644.58975
137.07226,1368.9188,645.22017
137.07292,1368.9436,644.45514
137.07358,1368.9684,643.16389
137.07423,1368.9932,648.59439
137.07489,1369.018,641.81119
137.07555,1369.0428,649.319
137.07621,1369.0676,644.48754
137.07687,1369.0924,652.23018
137.07752,1369.1172,649.08551
137.07818,1369.142,650.39054
137.07884,1369.1668,649.78623
137.0795,1369.1916,648.7078
137.08015,1369.2164,651.56752
137.08081,1369.2412,649.5135
137.08147,1369.266,650.21597
137.08213,1369.2908,650.33182
137.08278,1369.3156,652.28902
137.08344,1369.3404,649.47219
137.0841,1369.3652,648.96401
137.08476,1369.39,649.04197
137.08542,1369.4148,649.64186
137.08607,1369.4396,649.64165
137.08673,1369.4644,648.39013
137.08739,1369.4892,648.74062
137.08805,1369.514,648.20966
137.0887,1369.5388,647.30979
137.08936,1369.5636,647.04531
137.09002,1369.5884,648.93155
137.09068,1369.6132,651.73539
137.09133,1369.638,649.88133
137.09199,1369.6628,649.24638
137.09265,1369.6876,647.85073
137.09331,1369.7124,647.92585
137.09397,1369.7372,647.04452
137.09462,1369.762,648.10498
137.09528,1369.7868,648.04178
137.09594,1369.8116,649.91875
137.0966,1369.8364,647.32663
137.09725,1369.8612,647.80387
137.09791,1369.886,646.13517
137.09857,1369.9107,648.44411
137.09923,1369.9355,646.69175
137.09988,1369.9603,647.46275
137.10054,1369.9851,648.34355
137.1012,1370.0099,649.92387
137.10186,1370.0347,649.85078
137.10252,1370.0595,648.40943
137.10317,1370.0843,647.64537
137.10383,1370.1091,645.83939
137.10449,1370.1339,646.25308
137.10515,1370.1587,643.20675
137.1058,1370.1835,645.34543
137.10646,1370.2083,646.86266
137.10712,1370.2331,643.4594
137.10778,1370.2579,644.47161
137.10843,1370.2827,643.49166
137.10909,1370.3075,647.27774
137.10975,1370.3323,643.42098
137.11041,1370.3571,643.76756
137.11107,1370.3819,645.06788
137.11172,1370.4067,644.92652
137.11238,1370.4315,646.47653
137.11304,1370.4563,644.54519
137.1137,1370.4811,645.86902
137.11435,1370.5059,651.08154
137.11501,1370.5307,648.14265
137.11567,1370.5555,652.17749
137.11633,1370.5803,650.1858
137.11698,1370.6051,649.1001
137.11764,1370.6299,646.99431
137.1183,1370.6547,648.544
137.11896,1370.6795,651.00028
137.11962,1370.7043,648.97481
137.12027,1370.7291,648.44862
137.12093,1370.7539,648.72214
137.12159,1370.7787,648.19352
137.12225,1370.8035,649.11941
137.1229,1370.8283,649.55348
137.12356,1370.8531,648.84877
137.12422,1370.8779,648.53695
137.12488,1370.9027,649.07781
137.12553,1370.9275,649.50761
137.12619,1370.9523,648.01557
137.12685,1370.9771,650.14138
137.12751,1371.0019,649.45154
137.12817,1371.0267,650.8952
137.12882,1371.0515,645.8705
137.12948,1371.0763,645.86126
137.13014,1371.1011,646.84497
137.1308,1371.1259,646.56369
137.13145,1371.1507,645.2482
137.13211,1371.1755,646.89201
137.13277,1371.2003,646.77092
137.13343,1371.2251,647.33041
137.13408,1371.2499,644.44438
137.13474,1371.2747,648.48058
137.1354,1371.2995,643.62499
137.13606,1371.3243,648.71074
137.13672,1371.3491,646.69067
137.13737,1371.3739,647.38449
137.13803,1371.3987,646.00283
137.13869,1371.4235,646.32201
137.13935,1371.4483,643.69921
137.14,1371.4731,646.98603
137.14066,1371.4979,646.79293
137.14132,1371.5227,646.55612
137.14198,1371.5475,646.98303
137.14263,1371.5723,648.93395
137.14329,1371.5971,648.72599
137.14395,1371.6219,646.67067
137.14461,1371.6467,646.80748
137.14527,1371.6715,644.61815
137.14592,1371.6963,647.28043
137.14658,1371.7211,647.27423
137.14724,1371.7459,645.93672
137.1479,1371.7707,646.61248
137.14855,1371.7955,648.66383
137.14921,1371.8203,648.18528
137.14987,1371.8451,644.85097
137.15053,1371.8699,645.1916
137.15118,1371.8947,644.87161
137.15184,1371.9195,644.24526
137.1525,1371.9443,646.25504
137.15316,1371.9691,647.01171
137.15382,1371.9939,645.52938
137.15447,1372.0187,647.09616
137.15513,1372.0435,646.19014
137.15579,1372.0683,647.21787
137.15645,1372.0931,649.00831
137.1571,1372.1179,648.33172
137.15776,1372.1427,648.57548
137.15842,1372.1675,646.39695
137.15908,1372.1923,647.8702
137.15973,1372.2171,645.69234
137.16039,1372.2419,646.00821
137.16105,1372.2667,646.87142
137.16171,1372.2915,646.68219
137.16237,1372.3163,645.41956
137.16302,1372.3411,645.071
137.16368,1372.3659,646.14322
137.16434,1372.3907,645.426
137.165,1372.4155,647.23913
137.16565,1372.4403,649.07062
137.16631,1372.4651,649.54017
137.16697,1372.4899,648.01488
137.16763,1372.5147,649.30424
137.16828,1372.5395,646.88625
137.16894,1372.5643,647.63267
137.1696,1372.5891,645.31079
137.17026,1372.6139,645.54886
137.17092,1372.6387,647.39983
137.17157,1372.6635,648.29896
137.17223,1372.6883,646.8946
137.17289,1372.7131,648.83349
137.17355,1372.7379,649.63496
137.1742,1372.7627,649.30825
137.17486,1372.7875,649.4677
137.17552,1372.8123,649.78758
137.17618,1372.8371,651.93835
137.17683,1372.8619,651.88077
137.17749,1372.8867,650.82021
137.17815,1372.9115,652.69879
137.17881,1372.9363,649.80313
137.17947,1372.9611,648.83172
137.18012,1372.9859,647.62729
137.18078,1373.0107,650.90632
137.18144,1373.0355,648.82663
137.1821,1373.0603,650.69835
137.18275,1373.0851,647.85653
137.18341,1373.1098,644.11929
137.18407,1373.1346,645.00763
137.18473,1373.1594,646.76631
137.18538,1373.1842,646.3479
137.18604,1373.209,643.17122
137.1867,1373.2338,647.49119
137.18736,1373.2586,646.54934
137.18802,1373.2834,645.05685
137.18867,1373.3082,647.41468
137.18933,1373.333,650.48869
137.18999,1373.3578,649.44545
137.19065,1373.3826,655.73087
137.1913,1373.4074,651.32861
137.19196,1373.4322,652.56642
137.19262,1373.457,650.03386
137.19328,1373.4818,651.36797
137.19393,1373.5066,651.76531
137.19459,1373.5314,652.06375
137.19525,1373.5562,653.45977
137.19591,1373.581,651.67454
137.19657,1373.6058,653.10165
137.19722,1373.6306,651.81982
137.19788,1373.6554,653.05923
137.19854,1373.6802,652.03948
137.1992,1373.705,652.11877
137.19985,1373.7298,652.8297
137.20051,1373.7546,652.53528
137.20117,1373.7794,650.27902
137.20183,1373.8042,653.24952
137.20248,1373.829,650.75352
137.20314,1373.8538,650.65205
137.2038,1373.8786,649.25321
137.20446,1373.9034,652.85194
137.20512,1373.9282,652.00026
137.20577,1373.953,650.74919
137.20643,1373.9778,652.27878
137.20709,1374.0026,651.33761
137.20775,1374.0274,650.11146
137.2084,1374.0522,648.3909
137.20906,1374.077,650.6317
137.20972,1374.1018,651.11366
137.21038,1374.1266,649.24161
137.21103,1374.1514,649.81304
137.21169,1374.1762,651.67211
137.21235,1374.201,650.51204
137.21301,1374.2258,648.48835
137.21366,1374.2506,647.85661
137.21432,1374.2754,647.20985
137.21498,1374.3002,645.67058
137.21564,1374.325,648.49494
137.2163,1374.3498,647.21472
137.21695,1374.3746,647.24869
137.21761,1374.3994,647.45477
137.21827,1374.4242,646.87321
137.21893,1374.449,649.05063
137.21958,1374.4738,648.97249
137.22024,1374.4986,648.82788
137.2209,1374.5234,650.5383
137.22156,1374.5482,649.26288
137.22221,1374.573,651.2706
137.22287,1374.5978,651.92354
137.22353,1374.6226,650.63809
137.22419,1374.6474,648.92833
137.22485,1374.6722,647.37523
137.2255,1374.697,648.37938
137.22616,1374.7218,647.56536
137.22682,1374.7466,649.83069
137.22748,1374.7714,650.55601
137.22813,1374.7962,651.66419
137.22879,1374.821,644.41126
137.22945,1374.8458,651.21707
137.23011,1374.8706,649.36722
137.23076,1374.8954,646.48988
137.23142,1374.9202,649.15819
137.23208,1374.945,648.21129
137.23274,1374.9698,648.20984
137.2334,1374.9946,649.34283
137.23405,1375.0194,650.32298
137.23471,1375.0442,650.2859
137.23537,1375.069,652.28076
137.23603,1375.0938,651.94713
137.23668,1375.1186,650.98398
137.23734,1375.1434,651.672
137.238,1375.1682,647.91129
137.23866,1375.193,647.6368
137.23931,1375.2178,648.32666
137.23997,1375.2426,649.40415
137.24063,1375.2674,647.57439
137.24129,1375.2922,648.06365
137.24195,1375.317,649.72953
137.2426,1375.3418,646.7422
137.24326,1375.3666,647.28476
137.24392,1375.3914,648.56832
137.24458,1375.4162,649.45779
137.24523,1375.441,647.5479
137.24589,1375.4658,649.01461
137.24655,1375.4906,647.41812
137.24721,1375.5154,647.05205
137.24786,1375.5402,648.84675
137.24852,1375.565,646.57591
137.24918,1375.5898,646.97433
137.24984,1375.6146,648.5321
137.2505,1375.6394,647.48814
137.25115,1375.6642,647.86835
137.25181,1375.689,650.15769
137.25247,1375.7138,650.98456
137.25313,1375.7386,650.96804
137.25378,1375.7634,651.05888
137.25444,1375.7882,651.65123
137.2551,1375.813,652.49734
137.25576,1375.8378,653.49772
137.25641,1375.8626,653.58948
137.25707,1375.8874,650.11176
137.25773,1375.9122,651.40717
137.25839,1375.937,649.17938
137.25905,1375.9618,651.04935
137.2597,1375.9866,653.41296
137.26036,1376.0114,650.60934
137.26102,1376.0362,651.85757
137.26168,1376.061,650.85938
137.26233,1376.0858,652.34277
137.26299,1376.1106,649.00451
137.26365,1376.1354,649.48555
137.26431,1376.1602,646.09317
137.26496,1376.185,649.11485
137.26562,1376.2098,649.03928
137.26628,1376.2346,650.96418
137.26694,1376.2594,648.27082
137.2676,1376.2842,652.09146
137.26825,1376.3089,650.08979
137.26891,1376.3337,649.30048
137.26957,1376.3585,646.68113
137.27023,1376.3833,648.44603
137.27088,1376.4081,647.20324
137.27154,1376.4329,646.28713
137.2722,1376.4577,644.8587
137.27286,1376.4825,644.15739
137.27351,1376.5073,646.78444
137.27417,1376.5321,644.15779
137.27483,1376.5569,645.26753
137.27549,1376.5817,644.63214
137.27615,1376.6065,650.22909
137.2768,1376.6313,646.39697
137.27746,1376.6561,649.94632
137.27812,1376.6809,647.97811
137.27878,1376.7057,648.21795
137.27943,1376.7305,649.22824
137.28009,1376.7553,647.9404
137.28075,1376.7801,649.32748
137.28141,1376.8049,649.29811
137.28206,1376.8297,649.54548
137.28272,1376.8545,645.9919
137.28338,1376.8793,645.20259
137.28404,1376.9041,646.27245
137.2847,1376.9289,647.10857
137.28535,1376.9537,645.42119
137.28601,1376.9785,644.40966
137.28667,1377.0033,644.05096
137.28733,1377.0281,644.01368
137.28798,1377.0529,644.38145
137.28864,1377.0777,643.49912
137.2893,1377.1025,643.77384
137.28996,1377.1273,643.28441
137.29061,1377.1521,643.76182
137.29127,1377.1769,642.24488
137.29193,1377.2017,644.49326
137.29259,1377.2265,647.42158
137.29325,1377.2513,646.56704
137.2939,1377.2761,645.86557
137.29456,1377.3009,644.9223
137.29522,1377.3257,647.50224
137.29588,1377.3505,647.38417
137.29653,1377.3753,648.83327
137.29719,1377.4001,648.46194
137.29785,1377.4249,651.37335
137.29851,1377.4497,647.9273
137.29916,1377.4745,651.44565
137.29982,1377.4993,649.11931
137.30048,1377.5241,649.97108
137.30114,1377.5489,649.86205
137.3018,1377.5737,651.45297
137.30245,1377.5985,649.8657
137.30311,1377.6233,648.62803
137.30377,1377.6481,650.32888
137.30443,1377.6729,651.00668
137.30508,1377.6977,650.19962
137.30574,1377.7225,649.28252
137.3064,1377.7473,649.78411
137.30706,1377.7721,650.85025
137.30771,1377.7969,649.46877
137.30837,1377.8217,648.97195
137.30903,1377.8465,645.34527
137.30969,1377.8713,649.62359
137.31035,1377.8961,646.61988
137.311,1377.9209,646.15823
137.31166,1377.9457,643.15606
137.31232,1377.9705,643.44985
137.31298,1377.9953,638.10458
137.31363,1378.0201,639.88116
137.31429,1378.0449,640.92202
137.31495,1378.0697,640.10586
137.31561,1378.0945,641.71332
137.31626,1378.1193,641.32483
137.31692,1378.1441,640.55409
137.31758,1378.1689,641.48087
137.31824,1378.1937,642.56546
137.3189,1378.2185,644.95106
137.31955,1378.2433,645.37659
137.32021,1378.2681,646.64571
137.32087,1378.2929,645.16195
137.32153,1378.3177,645.43779
137.32218,1378.3425,642.99679
137.32284,1378.3673,645.02278
137.3235,1378.3921,646.60047
137.32416,1378.4169,645.86241
137.32481,1378.4417,647.55382
137.32547,1378.4665,645.7455
137.32613,1378.4913,645.0474
137.32679,1378.5161,645.657
137.32745,1378.5409,647.73857
137.3281,1378.5657,646.35398
137.32876,1378.5905,646.11852
137.32942,1378.6153,646.66249
137.33008,1378.6401,648.4987
137.33073,1378.6649,649.99724
137.33139,1378.6897,647.79234
137.33205,1378.7145,648.52295
137.33271,1378.7393,648.23666
137.33336,1378.7641,648.56236
137.33402,1378.7889,647.60408
137.33468,1378.8137,648.74893
137.33534,1378.8385,648.75501
137.336,1378.8633,647.8296
137.33665,1378.8881,648.25236
137.33731,1378.9129,649.20746
137.33797,1378.9377,649.40324
137.33863,1378.9625,647.81356
137.33928,1378.9873,647.20489
137.33994,1379.0121,648.69613
137.3406,1379.0369,646.07886
137.34126,1379.0617,646.0075
137.34191,1379.0865,647.15176
137.34257,1379.1113,646.45734
137.34323,1379.1361,647.10921
137.34389,1379.1609,646.29188
137.34455,1379.1857,647.69115
137.3452,1379.2105,645.0984
137.34586,1379.2353,647.1745
137.34652,1379.2601,644.69159
137.34718,1379.2849,647.87467
137.34783,1379.3097,644.39693
137.34849,1379.3345,647.20803
137.34915,1379.3593,644.5869
137.34981,1379.3841,643.22441
137.35046,1379.4089,641.52275
137.35112,1379.4337,642.64385
137.35178,1379.4585,642.87986
137.35244,1379.4833,643.83454
137.3531,1379.508,644.98918
137.35375,1379.5328,642.85907
137.35441,1379.5576,641.33355
137.35507,1379.5824,644.46829
137.35573,1379.6072,645.13356
137.35638,1379.632,646.01961
137.35704,1379.6568,643.78618
137.3577,1379.6816,644.74568
137.35836,1379.7064,643.74273
137.35901,1379.7312,644.1415
137.35967,1379.756,642.35841
137.36033,1379.7808,642.17616
137.36099,1379.8056,643.89012
137.36165,1379.8304,644.09437
137.3623,1379.8552,644.36551
137.36296,1379.88,646.89699
137.36362,1379.9048,644.35812
137.36428,1379.9296,645.94994
137.36493,1379.9544,645.5531
137.36559,1379.9792,647.20299
137.36625,1380.004,646.24564
137.36691,1380.0288,648.53111
137.36756,1380.0536,652.4733
137.36822,1380.0784,649.90839
137.36888,1380.1032,653.45515
137.36954,1380.128,650.95398
137.3702,1380.1528,651.35268
137.37085,1380.1776,651.27448
137.37151,1380.2024,650.37146
137.37217,1380.2272,650.35499
137.37283,1380.252,650.42303
137.37348,1380.2768,650.95436
137.37414,1380.3016,653.80198
137.3748,1380.3264,650.44279
137.37546,1380.3512,650.32235
137.37611,1380.376,652.71394
137.37677,1380.4008,648.67701
137.37743,1380.4256,651.47594
137.37809,1380.4504,649.4865
137.37875,1380.4752,650.32904
137.3794,1380.5,653.16408
137.38006,1380.5248,649.96249
137.38072,1380.5496,647.75164
137.38138,1380.5744,648.12605
137.38203,1380.5992,651.01319
137.38269,1380.624,646.6376
137.38335,1380.6488,647.10767
137.38401,1380.6736,649.00452
137.38466,1380.6984,650.22174
137.38532,1380.7232,647.86945
137.38598,1380.748,645.56898
137.38664,1380.7728,649.24942
137.3873,1380.7976,647.5415
137.38795,1380.8224,647.50647
137.38861,1380.8472,647.56689
137.38927,1380.872,648.73253
137.38993,1380.8968,647.90223
137.39058,1380.9216,647.49755
137.39124,1380.9464,649.81694
137.3919,1380.9712,648.33646
137.39256,1380.996,651.02257
137.39321,1381.0208,651.55435
137.39387,1381.0456,650.1296
137.39453,1381.0704,648.62949
137.39519,1381.0952,646.55486
137.39585,1381.12,645.52482
137.3965,1381.1448,644.53119
137.39716,1381.1696,644.70056
137.39782,1381.1944,647.47261
137.39848,1381.2192,646.67173
137.39913,1381.244,643.73353
137.39979,1381.2688,644.44289
137.40045,1381.2936,649.84563
137.40111,1381.3184,646.72588
137.40176,1381.3432,648.52831
137.40242,1381.368,649.17114
137.40308,1381.3928,647.5478
137.40374,1381.4176,649.85417
137.4044,1381.4424,649.70483
137.40505,1381.4672,649.28697
137.40571,1381.492,648.53881
137.40637,1381.5168,648.4598
137.40703,1381.5416,651.95433
137.40768,1381.5664,650.81781
137.40834,1381.5912,649.89745
137.409,1381.616,653.44162
137.40966,1381.6408,648.47337
137.41031,1381.6656,650.11112
137.41097,1381.6904,650.24943
137.41163,1381.7152,652.13977
137.41229,1381.74,649.00442
137.41294,1381.7648,648.98984
137.4136,1381.7896,649.49748
137.41426,1381.8144,651.22915
137.41492,1381.8392,649.05451
137.41558,1381.864,652.78468
137.41623,1381.8888,650.67912
137.41689,1381.9136,648.74087
137.41755,1381.9384,647.18298
137.41821,1381.9632,650.5599
137.41886,1381.988,649.52015
137.41952,1382.0128,650.744
137.42018,1382.0376,647.36353
137.42084,1382.0624,646.54491
137.42149,1382.0872,647.99802
137.42215,1382.112,645.1816
137.42281,1382.1368,646.84701
137.42347,1382.1616,647.70357
137.42413,1382.1864,646.25822
137.42478,1382.2112,648.42605
137.42544,1382.236,649.50801
137.4261,1382.2608,650.82826
137.42676,1382.2856,649.00675
137.42741,1382.3104,651.28948
137.42807,1382.3352,647.62267
137.42873,1382.36,649.53036
137.42939,1382.3848,647.14358
137.43004,1382.4096,649.43732
137.4307,1382.4344,650.82691
137.43136,1382.4592,649.62489
137.43202,1382.484,650.95241
137.43268,1382.5088,653.44311
137.43333,1382.5336,649.91832
137.43399,1382.5584,649.73448
137.43465,1382.5832,649.41098
137.43531,1382.608,649.40139
137.43596,1382.6328,650.20231
137.43662,1382.6576,650.91565
137.43728,1382.6824,647.80242
137.43794,1382.7071,648.46473
137.43859,1382.7319,649.57877
137.43925,1382.7567,650.38572
137.43991,1382.7815,650.55949
137.44057,1382.8063,649.00265
137.44123,1382.8311,652.12991
137.44188,1382.8559,653.75811
137.44254,1382.8807,650.49537
137.4432,1382.9055,651.00601
137.44386,1382.9303,649.51371
137.44451,1382.9551,652.2741
137.44517,1382.9799,653.5751
137.44583,1383.0047,652.89003
137.44649,1383.0295,651.98436
137.44714,1383.0543,650.01802
137.4478,1383.0791,650.73895
137.44846,1383.1039,649.33383
137.44912,1383.1287,649.22725
137.44978,1383.1535,647.47923
137.45043,1383.1783,646.48278
137.45109,1383.2031,648.18245
137.45175,1383.2279,647.96006
137.45241,1383.2527,648.96338
137.45306,1383.2775,648.08538
137.45372,1383.3023,646.96379
137.45438,1383.3271,648.62171
137.45504,1383.3519,647.88525
137.45569,1383.3767,649.88503
137.45635,1383.4015,648.27783
137.45701,1383.4263,648.31758
137.45767,1383.4511,651.45339
137.45833,1383.4759,649.86565
137.45898,1383.5007,648.36584
137.45964,1383.5255,649.78275
137.4603,1383.5503,651.09058
137.46096,1383.5751,651.82408
137.46161,1383.5999,651.22106
137.46227,1383.6247,655.50176
137.46293,1383.6495,652.02524
137.46359,1383.6743,650.00441
137.46424,1383.6991,651.01719
137.4649,1383.7239,648.82029
137.46556,1383.7487,649.41846
137.46622,1383.7735,650.47187
137.46688,1383.7983,649.02773
137.46753,1383.8231,647.56608
137.46819,1383.8479,646.98233
137.46885,1383.8727,645.87417
137.46951,1383.8975,643.9818
